id;height;width
0;315;1142
1;315;1142
2;902;1558
3;516;904
4;516;904
5;848;274
6;848;274
7;588;1104
8;762;506
9;696;1847
10;457;947
11;399;577
12;399;577
13;670;2125
14;625;1455
15;599;2155
16;599;2155
17;599;2155
18;599;2155
19;650;580
20;310;557
21;580;947
22;580;937
23;440;717
24;695;1207
25;490;327
26;695;277
27;899;1277
28;899;1277
29;457;947
30;526;807
31;526;807
32;526;807
33;495;1187
34;495;1097
35;495;1097
36;495;1187
37;322;392
38;352;502
39;743;1075
40;359;804
41;544;1604
42;544;1604
43;544;1604
44;704;1431
45;449;968
46;324;1567
47;324;1567
48;324;1567
49;324;1567
50;464;1400
51;502;824
52;302;527
53;559;827
54;559;827
55;561;827
56;561;827
57;539;797
58;539;797
59;359;804
60;595;1122
61;831;862
62;277;1675
63;523;1675
64;1004;1303
65;1004;1303
66;740;445
67;592;1315
