id;height;width
0;1299;1925
1;1299;1920
2;1299;1920
3;1299;1920
4;1299;1920
5;1299;1960
6;1299;1960
7;1299;1960
8;1299;1960
9;1299;1935
10;1299;1935
11;1299;1920
12;1299;1920
13;1299;1920
14;1299;1920
15;1299;1920
16;1299;1920
17;1299;1920
18;1299;1920
19;1299;1920
20;1299;1920
21;862;2123
22;862;2123
23;862;2123
24;862;2123
25;1074;1953
26;1074;1953
27;1105;1768
28;1105;1768
29;1200;2239
30;1200;2239
31;1320;2239
32;1320;2239
33;1299;1935
34;1299;1935
35;1299;1925
36;1299;1925
37;1299;1925
38;1299;1925
39;1299;1925
40;1299;1925
41;1299;1925
42;645;1800
43;645;1800
44;645;1800
45;645;1800
46;645;1800
47;645;1800
48;645;1800
49;645;1800
50;645;1800
51;764;2130
52;645;1800
53;645;1800
54;645;1800
55;653;1800
56;653;1800
57;653;1800
58;625;648
59;625;648
60;1080;933
61;1080;933
62;912;1948
63;559;2165
64;559;2165
65;559;2165
66;559;2165
67;747;1741
68;929;743
69;929;743
70;1061;234
71;645;1800
72;645;1800
73;645;1800
74;645;1800
75;645;1800
76;645;1800
77;645;1800
78;645;1800
79;645;1800
80;645;1800
81;764;2130
82;764;2130
83;645;1800
84;979;878
85;979;878
86;839;2071
87;839;2071
88;839;2071
89;559;2165
90;559;2165
91;559;2165
92;559;2165
93;559;2165
94;559;2165
95;559;2165
96;859;2165
97;1759;2165
98;1759;2165
99;1759;2165
100;1759;2165
101;559;2165
102;559;2165
103;859;2165
104;859;2165
105;480;929
106;419;574
107;419;574
108;1461;1324
109;194;1946
110;194;1946
111;194;1946
112;194;1946
113;194;1946
114;194;1946
115;477;1929
116;477;1929
117;477;1929
118;477;1929
119;477;1929
120;477;1929
121;979;878
122;979;878
123;979;878
124;979;878
125;979;878
126;435;765
127;435;765
128;541;2021
129;541;2021
130;560;1922
131;560;1922
132;560;1922
133;560;1922
134;1107;1992
135;1107;1992
136;1107;1992
137;1107;1992
138;811;1922
139;811;1922
140;1430;1042
141;1430;1042
142;906;1922
143;906;1922
144;378;1664
145;378;1664
146;480;929
147;439;1275
148;939;397
149;420;1089
150;420;1089
151;939;444
152;889;397
153;395;1265
154;395;1265
155;516;1641
156;551;384
157;551;530
158;641;1500
159;641;1500
160;339;1327
161;339;1327
162;547;1176
163;547;1176
164;435;1176
165;435;1176
166;547;765
167;547;765
168;596;369
169;596;369
170;596;464
171;596;464
172;596;1070
173;596;1070
174;496;369
175;496;369
176;496;464
177;496;464
178;496;1070
179;496;1070
180;556;1741
181;556;1741
182;646;906
183;646;906
184;491;1770
185;491;1770
186;439;399
187;439;399
188;439;1275
189;347;2051
190;347;2051
191;347;2051
192;549;2051
193;549;2051
194;549;2051
195;549;2051
196;528;2051
197;528;2051
198;589;1100
199;589;1100
200;484;1057
201;484;1057
202;589;504
203;589;504
204;484;459
205;484;459
206;437;459
207;437;459
208;437;1062
209;437;1062
210;674;1780
211;646;1071
212;646;1071
213;646;1071
214;646;1071
215;646;1071
216;646;1071
217;674;1153
218;674;1071
219;674;1071
220;564;1467
221;564;1467
222;386;1507
223;386;1507
224;386;1507
225;386;1507
226;386;1507
227;386;1507
228;386;1507
229;386;1507
230;347;2051
231;494;1957
232;494;1957
233;494;1957
234;494;1957
235;494;1957
236;494;1957
237;627;657
238;499;1457
239;499;1457
240;401;1226
241;401;1226
242;674;1821
243;674;1821
244;674;1780
245;674;1780
246;674;1780
