id;height;width
0;585;1908
1;900;918
2;1040;1092
3;814;1989
4;1025;1710
5;1905;1710
6;835;2145
7;743;2084
8;670;1858
9;776;2396
10;2781;704
11;863;1473
12;849;1961
13;197;2045
14;662;852
15;802;1202
16;792;1212
17;673;1724
18;743;1904
19;753;1914
20;763;2034
21;850;1917
22;422;642
23;730;570
24;794;742
25;805;570
26;805;570
27;702;821
28;813;1604
29;795;743
30;795;743
31;813;843
32;813;983
33;795;1163
34;795;1163
35;750;1957
36;750;1957
37;252;1925
38;824;1925
39;824;1925
40;824;1925
41;824;1925
42;900;1711
43;960;1236
44;960;1236
45;960;1236
46;960;1236
47;960;1236
48;750;1957
49;836;1220
50;960;1723
51;960;1723
52;950;1517
53;950;1517
54;900;1711
55;900;1711
56;960;1538
