id;height;width
0;633;1411
1;608;2061
2;762;1395
3;674;2030
4;737;1457
5;737;504
6;589;1195
7;179;2011
8;179;1702
9;820;1866
10;633;1411
11;180;1205
12;702;1127
13;291;1157
14;292;1157
15;292;1157
16;123;1858
17;890;135
18;713;1396
19;889;1218
20;889;850
21;557;851
22;628;1454
23;931;1214
24;808;1214
25;808;1214
26;808;1214
27;808;1214
28;808;1214
29;1015;1185
30;620;2043
31;433;834
32;1322;2014
33;952;2041
34;1138;1201
35;931;1214
36;931;1214
37;931;1214
38;931;1214
39;931;1214
40;931;1214
41;674;1184
42;695;2050
43;695;2050
44;695;2050
45;695;2050
46;695;2050
47;695;2050
48;695;2050
49;695;2050
50;776;1826
51;868;1845
52;868;1869
53;868;1869
54;690;1100
55;674;1184
56;795;2268
57;795;2268
58;795;2268
59;795;2268
60;795;2268
61;795;2268
62;795;2268
63;795;2268
64;874;1903
65;577;1734
66;577;1718
67;577;1718
