id;height;width
0;1322;168
1;175;2122
2;138;1997
3;137;1044
4;137;871
5;855;150
6;1077;1989
7;1076;1989
8;1183;1989
9;1203;1989
10;1203;1989
11;1183;1989
12;1077;1989
13;662;974
14;750;2144
15;491;3013
16;600;3495
17;570;1457
18;1294;1573
19;1294;1573
20;510;1288
21;510;1288
22;810;3371
23;810;3371
24;803;3306
25;807;3361
26;802;3296
27;802;3296
28;802;3296
29;1365;2153
30;1060;663
31;1752;2083
32;1707;1681
33;2010;2236
34;646;1396
35;228;1396
36;668;668
37;1330;2055
38;627;3333
39;746;426
40;928;747
41;746;426
42;440;428
43;440;428
44;419;406
45;419;406
46;345;332
47;345;332
48;469;456
49;469;456
50;469;456
51;469;456
52;469;456
53;469;456
54;469;456
55;469;456
56;634;485
57;469;456
58;469;456
59;469;456
60;469;456
61;469;456
62;469;456
63;469;456
64;469;456
65;469;456
66;909;423
67;569;556
68;569;556
69;568;555
70;568;555
71;469;456
