id;height;width
0;578;804
1;411;928
2;411;928
3;411;928
4;804;2099
5;444;1702
6;444;1702
7;444;1702
8;444;1702
9;444;1702
10;444;1702
11;458;608
12;582;2041
13;443;2261
14;443;449
15;443;449
16;443;2295
17;443;2295
18;298;1414
19;298;1414
20;390;1794
21;390;1794
22;548;854
23;303;1414
24;303;1414
25;828;788
26;443;2261
27;443;2261
28;443;449
29;443;449
30;443;2261
31;443;2261
32;443;449
33;443;449
34;443;2261
35;443;2261
36;443;449
37;443;449
38;443;2261
39;269;597
40;401;2080
41;401;2080
42;401;2080
43;367;1196
44;751;2080
45;396;1303
46;396;1303
47;443;449
48;443;449
49;944;1993
50;1174;1813
51;1174;1813
52;558;1793
53;559;1793
54;722;716
55;1352;295
56;1352;295
57;852;490
58;706;852
59;706;874
60;285;1959
61;285;1959
62;944;958
63;944;958
64;944;958
65;944;958
66;944;958
67;944;958
68;1444;1993
69;1444;1993
70;944;1993
71;944;1993
72;944;1993
